time,const,10Y US,EX US Bond,SPX Index,Commodity Index,Tbill Index,R_sq
2017-12-14,-0.02228118469861232,-0.5207062677334393,2.232646107095287,0.6861958579332819,0.29683776383081284,-6.084206246135949,0.63717352607056
2017-12-15,-0.03896848549991738,-0.5367161410532948,2.376259323847391,0.6725659213323598,0.3120333786371147,-9.536609730719327,0.7042866493294289
2017-12-18,-0.03958297278308881,-0.5943821956152144,2.460397100208854,0.6167880834060744,0.31119295833245736,-9.614376444791215,0.705639002648545
2017-12-19,-0.0346822933803285,-0.5533583703595337,2.3482457591003327,0.6174740787614832,0.30448592280460735,-8.538181135104756,0.7108165067420713
2017-12-20,-0.017536678823334605,-0.3238077865587638,2.4899431921985022,0.718616225188532,0.2916663240642491,-5.519514997586714,0.696626915405502
2017-12-21,-0.011311444243458424,-0.34203679242321666,2.726612069044899,0.7145590863507836,0.2792082662679469,-4.477900623706663,0.6982798074404879
2017-12-22,-0.013887014831813545,-0.27883086557939935,2.553282169127242,0.7332887468962319,0.2851843914629935,-4.921640295270372,0.6939252568966774
2017-12-26,-0.007983691978491903,-0.2349361547175384,2.101702111152387,0.7223728008851884,0.2991801279024929,-3.369327091585321,0.6734238322810204
2017-12-27,0.014841792615091672,-0.467493132688124,1.4438879196944001,0.6654416360686096,0.3124452935650924,2.0544774718039194,0.6989578569128957
2017-12-28,0.019790641199194152,-0.48816756334383304,1.418392358153517,0.659025896537875,0.3146805484872379,3.0624923591849056,0.7094859565149672
2017-12-29,0.022252907595262567,-0.4881790508900159,1.475502669914255,0.6642444523240266,0.3205797761219508,3.50534250357612,0.6965528735313313
2018-01-02,0.023022751606965,-0.46820684602065793,1.4938515974842816,0.6307391241257345,0.3179610431522493,3.62742985417633,0.6873739341062669
2018-01-03,0.025857242383469654,-0.4895603156821611,1.7509391144619189,0.545113811882078,0.3192970858773506,4.037755280956921,0.6696676126518935
2018-01-04,0.021089588806467854,-0.46905480549791556,1.9202529905426422,0.5805412904852,0.328184900975127,2.865155582507287,0.6781670439413108
2018-01-05,0.004876695959095127,-0.5497071730874825,2.3613475586519295,0.6064355873036429,0.3140874448108086,-0.7048497410459285,0.6114798119488036
2018-01-08,0.0006153929213203561,-0.5738002938806632,2.3114574053807866,0.5711203548739229,0.29758344412379373,-1.3988371696171882,0.5885204703107885
2018-01-09,0.0004406891915103373,-0.5503691232135237,2.29275929945469,0.5726132994338821,0.2996954353109891,-1.4472675217698638,0.588287699158901
2018-01-10,-0.0026358747239495495,-0.48719523435982637,2.541497002790056,0.5735947389906635,0.271259698783697,-2.2910521341506342,0.5935122608934258
2018-01-11,0.0020811982605658183,-0.46944866515939426,2.573423567356885,0.5693750478929689,0.26683475233536535,-1.446391361663835,0.5964780038490498
2018-01-12,0.00641828123939862,-0.40278929470637137,2.4434699826557558,0.6990551917361747,0.26636430633135694,-0.6911515141938867,0.6443487905124174
2018-01-16,0.00463007201131601,-0.5054359320666917,2.4933804789677243,0.70517403757882,0.2532865174867755,-1.017147409629062,0.6437217025909274
2018-01-17,0.006916029119534491,-0.7933719006199749,3.1727495010712468,0.6946849258152752,0.20983231498753765,-1.0015997086398545,0.6605501557753821
2018-01-18,0.020311021480070905,-0.6145444783421028,3.580161589854923,0.5887782723351846,0.2540786548194703,0.9505826020848291,0.6527002854497252
2018-01-19,0.012920685721915712,-0.5605845465083632,3.849939097925546,0.5929228287480899,0.30327473395858395,-0.7816494225832988,0.6838740985176034
2018-01-22,0.01371319672359268,-0.6088204931647976,4.0095317862618955,0.5742855787560035,0.28736368602445167,-0.7474411495902373,0.6775355815452481
2018-01-23,0.02093497273597851,-0.5461573604614941,4.1108940731609245,0.5397734005261913,0.191603735044446,0.4632961848097087,0.681838454816641
2018-01-24,0.010919779427633478,-0.29954600128345577,3.7187364515880104,0.5561541532710046,0.1992559448361364,-1.2631972636018158,0.6574797862338191
2018-01-25,0.00633521368907208,-0.33561087207870444,3.609320647124463,0.5277566336460006,0.2348435680635382,-1.9850016997050528,0.6150411101473823
2018-01-26,0.003139182776729657,-0.3487971329411997,3.5766184083043493,0.5169299409890675,0.22610282036962756,-2.4998799910571643,0.6277942660179403
2018-01-29,0.0025786865850416785,-0.33297406946720365,3.6668579422142376,0.4817495889504346,0.22260823612687397,-2.6789279072096357,0.6086999230826544
2018-01-30,0.004728128768327183,-0.27933240367977663,3.691101501849304,0.5092552344176171,0.23334830154626082,-2.3849152330055485,0.66221229142054
2018-01-31,0.01676383412187688,-0.11640407729789409,3.3511815278808545,0.6298454348760097,0.2951526974890523,-0.08643142876222187,0.7124936841540763
2018-02-01,0.017440733997775633,-0.1296303810623466,3.4663578096774152,0.6440438337559328,0.28387921223658996,-0.10785636859746095,0.7011947616314335
2018-02-02,0.008607653794606183,-0.3087751466074947,3.8624551932041515,0.6136684956777448,0.327513014489964,-1.9509181713009403,0.6845512729258907
2018-02-05,0.010138550048985643,-0.3247481023757476,3.846106751282977,0.6242285925222659,0.33196767722368775,-1.6506338723059937,0.7801031544658796
2018-02-06,0.010372969803861936,-0.3175520087057373,3.802422913728086,0.6158223073831507,0.33529595759469566,-1.5721331686486257,0.8679721627082903
2018-02-07,0.06497247814253633,-1.0499287370133936,3.5816631422648864,0.34642425320459014,0.5491021081040058,9.54142037436071,0.7207952888386087
2018-02-08,0.06763716508577242,-1.2701590091259287,3.7628695933061636,0.3373237106631565,0.48521692525918536,10.064701984492043,0.7183217371016573
